Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,employeecount,employeenumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NUMCOMPANIESWORKED,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TOTALWORKINGYEARS,TrainingTimesLastYear,WORKLIFEBALANCE,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YEARSWITHCURRMANAGER,SameAsMonthlyIncome,DateBirth,Salary,RoleDepartament,NUMBERCHILDREN,RemoteWork
30,No,travel_rarely,"1334,0$",,4,2,,1,"121,0",3,1,63,2,2, sALeS execUTiVE ,2,,,19760,1,,Yes,12,"3,0",2,,3,"11,0",4,"2,0",11,,2,7,,1993,1000000000$,,,False
32,No,,"1093,0$",,6,4,,1,"125,0",2,0,87,3,2, saLEs executive ,3,Single,"5010,0",24301,1,Y,No,16,"3,0",1,"80,0",0,"12,0",0,"3,0",11,,5,7,"5010,0",1991,1000000000$,,,1
32,No,,"967,0$",,8,3,Marketing,1,"207,0",2,1,43,3,3, sAleS exeCUTiVe ,4,Single,,15589,1,Y,,14,"3,0",4,"80,0",0,"9,0",2,"3,0",9,,3,7,,1991,1000000000$,,,1
41,No,travel_rarely,"465,0$", Research & Development ,-34,3,Life Sciences,1,"227,0",1,0,56,3,1, RESEaRch SCIEntISt ,3,Divorced,,4609,4,Y,No,12,"3,0",1,,1,,2,"3,0",9,,1,8,,1982,1000000000$, RESEaRch SCIEntISt  -  Research & Development ,,1
40,No,travel_rarely,"989,0$",,4,1,Medical,1,"253,0",4,1,46,3,5, manaGEr ,3,,"19033,0",6499,1,,No,14,"3,0",2,,1,"21,0",2,"3,0",20,,9,9,"19033,0",1983,1000000000$,,,0
45,No,,"1195,0$",,2,2,,1,"264,0",1,0,65,2,4, MAnagEr ,4,Married,,20462,9,Y,No,23,"4,0",4,,1,"22,0",1,"3,0",20,,11,8,,1978,1000000000$,,,1
32,Yes,travel_rarely,"1045,0$",,4,4,,1,"291,0",4,0,32,1,3, SALeS eXecUTiVe ,4,Married,"10400,0",25812,1,,No,11,"3,0",3,"80,0",0,"14,0",2,"2,0",14,,9,8,"10400,0",1991,1000000000$,,,0
30,No,non-travel,"829,0$", Research & Development ,1,1,Life Sciences,1,"292,0",3,0,88,2,3, mAnUFaCtUrinG diReCtor ,3,,,20925,1,,No,22,"4,0",3,"80,0",0,,2,"3,0",11,,5,8,,1993,1000000000$, mAnUFaCtUrinG diReCtor  -  Research & Development ,,1
37,No,,"663,0$",,11,3,,1,"306,0",2,0,47,3,3, REsEARcH dIreCTor ,4,,,10056,1,,,14,"3,0",3,,3,,1,"3,0",10,,0,7,,1986,1000000000$,,,True
40,No,,"1300,0$",,24,2,Technical Degree,1,"335,0",1,0,62,3,2, reSEARch scIeNTIST ,4,,,24447,1,Y,No,17,"3,0",1,,2,,3,"3,0",9,,4,7,,1983,1000000000$,,,False
32,No,travel_rarely,"906,0$",,7,3,Life Sciences,1,"420,0",4,0,91,2,2, SalEs eXEcuTIVE ,3,Married,,16985,1,Y,,14,"3,0",3,,1,"13,0",3,"2,0",13,,4,8,,1991,1000000000$,,,True
38,No,,"849,0$",,25,2,Life Sciences,1,"421,0",1,1,81,2,3, rEseaRch DIRECTOr ,2,,,26707,3,Y,,17,"3,0",3,,1,,2,"3,0",10,,0,1,,1985,1000000000$,,,1
30,No,travel_rarely,"1275,0$",,28,2,,1,"441,0",4,1,64,3,2, resEarcH sCiEnTISt ,4,Married,,11934,1,,No,13,"3,0",4,"80,0",2,"11,0",2,"3,0",10,,1,9,,1993,1000000000$,,,Yes
39,No,,"1218,0$",,1,1,,1,"531,0",2,0,52,3,5, ManAger ,3,,"19197,0",8213,1,,,14,"3,0",3,,1,"21,0",3,"3,0",21,,1,6,"19197,0",1984,1000000000$,,,True
60,No,,"422,0$",,7,3,Life Sciences,1,"549,0",1,1,41,3,5, MaNagEr ,1,,,3854,5,,No,11,"3,0",4,"80,0",0,"33,0",5,"1,0",29,,11,10,,1963,1000000000$,,,True
30,No,,"1398,0$",,22,4,Other,1,"567,0",3,1,69,3,3, SaLes ExecUtiVE ,1,,"8412,0",2890,0,,,11,"3,0",3,,0,"10,0",3,"3,0",9,,7,8,"8412,0",1993,1000000000$,,,True
33,Yes,,"1076,0$",,3,3,Life Sciences,1,"702,0",1,0,70,3,1, RESeArCh sCIentIst ,1,Single,"3348,0",3164,1,Y,Yes,11,"3,0",1,"80,0",0,,3,"3,0",10,,9,7,"3348,0",1990,1000000000$,,,False
50,No,,"1207,0$",,28,1,Medical,1,"716,0",4,0,74,4,1, LAboRaTorY teChniCiaN ,3,Married,,3297,1,Y,Yes,11,,3,,3,"20,0",3,"3,0",20,,3,8,,1973,1000000000$,,,Yes
32,No,,"430,0$", Research & Development ,24,4,Life Sciences,1,"772,0",1,0,80,3,2, labOraTORy techNicIan ,4,,"5309,0",21146,1,,No,15,,4,,2,"10,0",2,"3,0",10,,4,7,"5309,0",1991,1000000000$, labOraTORy techNicIan  -  Research & Development ,,Yes
42,No,,"933,0$",,29,3,,1,"836,0",2,0,98,3,2, manuFACtuRiNg DIrEcTor ,2,,,11806,1,,,13,"3,0",4,"80,0",1,"10,0",3,"2,0",9,,7,8,,1981,1000000000$,,,True
49,Yes,,"1184,0$", Sales ,11,3,Marketing,1,"840,0",3,1,43,3,3, SAlEs ExeCUtive ,4,Married,"7654,0",5860,1,,No,18,"3,0",1,,2,,3,"4,0",9,,7,7,"7654,0",1974,1000000000$, SAlEs ExeCUtive  -  Sales ,,0
27,No,,nan$,,5,1,,1,"844,0",3,0,42,2,3, REsEARCH dIReCTor ,4,Divorced,"12808,0",8842,1,,,16,"3,0",2,,1,,3,"3,0",9,,0,8,"12808,0",1996,1000000000$,,,Yes
52,No,,"890,0$", Research & Development ,-26,4,,1,"867,0",3,1,81,2,4, MANUFACturING DIRecToR ,4,Married,,19028,3,Y,No,22,"4,0",3,"80,0",0,"31,0",3,"3,0",9,,0,0,,1971,1000000000$, MANUFACturING DIRecToR  -  Research & Development ,,False
32,No,,"379,0$",,5,2,Life Sciences,1,"889,0",2,0,48,3,2, saleS exECUtIve ,2,,,8891,1,,No,14,"3,0",4,"80,0",1,"10,0",3,"3,0",10,,5,3,,1991,1000000000$,,,1
36,No,,"1425,0$",,14,1,Life Sciences,1,"924,0",3,0,68,3,2, heAltHcArE rEprEseNtatIVE ,4,,"6586,0",4821,0,Y,,17,"3,0",1,,1,,2,"2,0",16,,4,11,"6586,0",1987,1000000000$,,,0
52,No,,"1053,0$",,1,2,Life Sciences,1,"976,0",4,0,70,3,4, MAnager ,4,Married,"17099,0",13829,2,,,15,"3,0",2,"80,0",1,"26,0",2,,9,,7,8,"17099,0",1971,1000000000$,,,1
33,No,non-travel,"722,0$",,17,3,,1,"992,0",4,0,38,3,4, MaNagER ,3,Single,,20489,1,,,11,"3,0",4,,0,"10,0",2,"3,0",10,,6,0,,1990,1000000000$,,,0
45,No,non-travel,"248,0$",,23,2,Life Sciences,1,"1002,0",4,0,42,3,2, LaBoraTORy TeChNiCIAN ,1,,,14039,1,,Yes,15,"3,0",3,"80,0",1,"9,0",2,"3,0",9,,0,8,,1978,1000000000$,,,1
thirty-six,No,travel_rarely,"796,0$", Research & Development ,12,5,,1,"1073,0",4,1,51,2,3, mANUfaCTuRiNG DiRECtOr ,4,,,15669,0,Y,,11,"3,0",2,,0,"15,0",2,"2,0",14,,7,8,,1987,1000000000$, mANUfaCTuRiNG DiRECtOr  -  Research & Development ,,1
49,No,,"174,0$",,8,4,,1,"1138,0",4,0,56,2,4, sales ExecuTiVe ,2,,"13120,0",11879,6,Y,,17,"3,0",2,"80,0",1,"22,0",3,"3,0",9,,2,3,"13120,0",1974,1000000000$,,,False
29,No,,nan$,,6,1,,1,"1192,0",2,1,54,3,1, LABoRaTOrY teChNICiAn ,4,Married,"3131,0",26342,1,,,13,"3,0",1,,1,,5,"3,0",10,,0,8,"3131,0",1994,1000000000$,,,False
37,No,,"977,0$", Research & Development ,1,3,Life Sciences,1,"1196,0",4,1,56,2,2, ManUFACtURiNg DiRECTOr ,4,Married,,9961,1,Y,,13,"3,0",2,"80,0",1,"14,0",2,"2,0",14,,3,11,,1986,1000000000$, ManUFACtURiNg DiRECTOr  -  Research & Development ,,1
28,No,non-travel,"1476,0$",,1,3,,1,"1315,0",3,1,55,1,2, lAbORAtORy tECHNiCian ,4,Married,"6674,0",16392,0,,No,11,"3,0",1,,3,"10,0",6,"3,0",9,,7,5,"6674,0",1995,1000000000$,,,1
31,No,non-travel,"587,0$",,2,4,,1,"1324,0",4,1,57,3,3, saLEs eXEcUTIvE ,3,,"9852,0",8935,1,,Yes,19,"3,0",1,,1,"10,0",5,"2,0",10,,9,6,"9852,0",1992,1000000000$,,,True
40,No,travel_rarely,"523,0$",,2,3,Life Sciences,1,"1346,0",3,0,98,3,2, RESearCh SCieNTIst ,4,Single,,22455,1,,,13,"3,0",3,"80,0",0,"9,0",4,"3,0",9,,8,8,,1983,1000000000$,,,True
34,No,,"507,0$",,15,2,Medical,1,"1356,0",3,1,66,3,2, SALEs eXeCuTive ,1,Single,,23553,1,Y,,12,"3,0",4,,0,,6,"4,0",10,,9,6,,1989,1000000000$,,,1
58,No,travel_rarely,"1055,0$",,1,3,,1,"1423,0",4,1,76,3,5, REsearCh dIRECTOr ,1,,,22456,3,Y,,21,"4,0",3,,1,,3,"3,0",9,,1,5,,1965,1000000000$,,,False
31,Yes,travel_frequently,"1445,0$",,1,5,,1,"1459,0",3,1,100,4,3, MaNuFACTUriNG DIRector ,2,,"7446,0",8931,1,Y,,11,"3,0",1,,0,,2,"3,0",10,,4,7,"7446,0",1992,1000000000$,,,1
53,No,,"447,0$",,2,3,Medical,1,"1472,0",4,0,39,4,4, resEArcH DIrEcTOR ,2,Single,"16598,0",19764,4,,No,12,"3,0",2,,0,"35,0",2,"2,0",9,,8,8,"16598,0",1970,1000000000$,,,True
34,No,,"829,0$", Research & Development ,15,3,,1,"1485,0",2,0,71,3,4, ResEARcH DiReCToR ,1,,,11929,7,Y,,14,"3,0",4,,2,"16,0",3,"2,0",14,,6,9,,1989,1000000000$, ResEARcH DiReCToR  -  Research & Development ,,1
37,No,,"674,0$",,13,3,,1,"1543,0",1,0,47,3,2, RESEarCH ScIENTIsT ,4,Married,"4285,0",3031,1,,,17,"3,0",1,,0,,2,"3,0",10,,3,7,"4285,0",1986,1000000000$,,,Yes
42,No,travel_frequently,nan$,,2,3,,1,"1547,0",4,0,40,3,3, HeaLthcARE RePreSeNtatiVe ,4,,"10124,0",18611,2,,Yes,14,"3,0",3,"80,0",1,"24,0",3,"1,0",20,,13,9,"10124,0",1981,1000000000$,,,True
45,No,,"538,0$",,1,4,,1,"1553,0",1,0,66,3,3, HeAlTHCare RePrEsenTatIve ,2,Divorced,,20933,1,,,12,"3,0",1,,3,,4,"3,0",10,,7,7,,1978,1000000000$,,,1
30,Yes,travel_rarely,"740,0$",,1,3,,1,"1562,0",2,0,64,2,2, SAleS eXecuTiVe ,1,Married,"9714,0",5323,1,,No,11,"3,0",4,,1,,4,"3,0",10,,6,7,"9714,0",1993,1000000000$,,,Yes
38,No,travel_rarely,"1245,0$",,14,3,Life Sciences,1,"1582,0",3,0,80,3,2, saLes ExeCutivE ,2,Married,"9924,0",12355,0,,,11,"3,0",4,"80,0",1,"10,0",3,"3,0",9,,7,7,"9924,0",1985,1000000000$,,,1
50,No,,"1234,0$",,20,5,Medical,1,"1606,0",2,0,41,3,4, hEaLthCare repResEntaTIVe ,3,,"11245,0",20689,2,,,15,"3,0",3,"80,0",1,"32,0",3,"3,0",30,,12,13,"11245,0",1973,1000000000$,,,0
34,No,travel_rarely,"1130,0$",,3,3,,1,"1658,0",4,1,66,3,2, RESeArCh SCIEntiSt ,2,,,19332,1,Y,No,12,"3,0",3,"80,0",1,"11,0",2,"3,0",11,,7,9,,1989,1000000000$,,,True
54,No,travel_rarely,"584,0$", Research & Development ,22,5,,1,"1665,0",2,1,91,3,4, MANAgER ,3,,,18685,3,Y,,25,"4,0",3,"80,0",1,"36,0",6,"3,0",10,,4,7,,1969,1000000000$, MANAgER  -  Research & Development ,,Yes
39,No,,"792,0$",,1,3,Life Sciences,1,"1737,0",4,0,77,3,2, LabOraTory TechNiCIAN ,4,Married,"6472,0",8989,1,Y,,15,"3,0",4,,1,,2,"3,0",9,,5,8,"6472,0",1984,1000000000$,,,1
36,No,,"1383,0$",,10,3,Life Sciences,1,"1790,0",4,0,90,3,3, heAltHCARE rePrESENTaTIve ,1,,"8321,0",25949,7,Y,,13,"3,0",4,"80,0",1,"15,0",1,"3,0",12,,5,7,"8321,0",1987,1000000000$,,,False
34,No,travel_rarely,nan$,,8,2,,1,"1823,0",2,0,92,4,2, SAles EXecutiVE ,3,,,22128,1,,No,21,"4,0",3,,2,"10,0",5,"3,0",10,,4,8,,1989,1000000000$,,,False
46,No,travel_rarely,"706,0$",,2,2,Life Sciences,1,"1857,0",4,0,82,3,3, maNuFACTUrInG dIREcTor ,4,Divorced,"8578,0",19989,3,,,14,"3,0",3,,1,"12,0",4,"2,0",9,,4,7,"8578,0",1977,1000000000$,,,Yes
27,No,travel_rarely,"728,0$",,23,1,Medical,1,"1864,0",2,1,36,2,2, SaLeS REPRESentATive ,3,Married,,7018,1,Y,No,21,"4,0",4,,1,,5,"3,0",9,,5,8,,1996,1000000000$,,,False
31,No,,"311,0$",,-36,3,Life Sciences,1,"1881,0",2,0,89,3,2, LABORAtoRY TeChnICian ,3,Divorced,"4197,0",18624,1,Y,No,11,"3,0",1,,1,"10,0",2,"3,0",10,,0,2,"4197,0",1992,1000000000$,,,False
45,No,travel_rarely,"556,0$", Research & Development ,25,2,Life Sciences,1,"1888,0",2,1,93,2,2, MaNUfacTurINg DiReCTor ,4,,,23888,0,Y,No,13,,4,,2,"10,0",2,"2,0",9,,3,8,,1978,1000000000$, MaNUfacTurINg DiReCTor  -  Research & Development ,,1
34,No,travel_rarely,"937,0$",,1,3,Marketing,1,"1950,0",1,0,32,3,3, SALES EXEcUTIvE ,4,,"9888,0",6770,1,Y,No,21,"4,0",1,,0,"14,0",3,"2,0",14,,2,1,"9888,0",1989,1000000000$,,,False
35,No,,"1224,0$",,7,4,,1,"1962,0",3,1,55,3,2, sAles EXeCutive ,4,,,13586,1,Y,Yes,11,"3,0",4,"80,0",0,"10,0",2,"3,0",10,,0,9,,1988,1000000000$,,,0
39,No,travel_rarely,"119,0$",,15,4,Marketing,1,"1975,0",2,0,77,3,4, saLES ExECUTIve ,1,Single,"13341,0",25098,0,Y,No,12,"3,0",1,,0,"21,0",3,"3,0",20,,11,10,"13341,0",1984,1000000000$,,,0
40,No,travel_rarely,"444,0$",,2,2,Marketing,1,"1986,0",2,1,92,3,2, sAlES execUtIVE ,2,Married,"5677,0",4258,3,,No,14,"3,0",3,,1,,4,"3,0",11,,5,10,"5677,0",1983,1000000000$,,,1
47,No,,nan$, Research & Development ,1,1,,1,"2000,0",3,1,98,3,3, rESEARCh dIrEcTOr ,2,Married,,17231,0,Y,No,18,"3,0",1,"80,0",2,"14,0",3,"1,0",13,,5,12,,1976,1000000000$, rESEARCh dIrEcTOr  -  Research & Development ,,1
49,No,travel_frequently,nan$,,8,1,,1,"2,0",3,0,61,2,2, rEsEARCH ScIentisT ,2,Married,,24907,1,Y,No,23,"4,0",4,"80,0",1,"10,0",3,"3,0",10,,1,7,,1974,1000000000$,,,True
42,No,,nan$,,8,4,,1,"35,0",3,0,48,3,2, Sales ExECutiVe ,2,,"6825,0",21173,0,Y,,11,,4,,1,"10,0",2,"3,0",9,,4,2,"6825,0",1981,1000000000$,,,False
31,No,,"655,0$", Research & Development ,7,4,Life Sciences,1,"76,0",4,0,48,3,2, LABOraTory TecHnIciaN ,4,Divorced,,9528,3,Y,No,22,"4,0",4,,1,,3,"2,0",7,,1,7,,1992,1000000000$, LABOraTory TecHnIciaN  -  Research & Development ,,False
31,No,travel_rarely,"746,0$",,8,4,,1,"98,0",3,1,61,3,2, MaNUFAcTUriNg DiRECTor ,4,Single,"4424,0",20682,1,Y,No,23,"4,0",4,"80,0",0,"11,0",2,"3,0",11,,1,8,"4424,0",1992,1000000000$,,,0
51,No,,"632,0$",,21,4,Marketing,1,"120,0",3,0,71,3,2, sALEs eXEcuTIVe ,4,,"5441,0",8423,0,Y,,22,"4,0",4,,0,"11,0",2,"1,0",10,,1,0,"5441,0",1972,1000000000$,,,True
34,Yes,travel_frequently,"658,0$",,7,3,,1,"147,0",1,0,66,1,2, labOrATory teCHnIcIAn ,3,,"6074,0",22887,1,,Yes,24,"4,0",4,,0,"9,0",3,,9,,0,6,"6074,0",1989,1000000000$,,,True
36,No,,"1467,0$",,11,2,Technical Degree,1,"154,0",2,1,92,3,3, sALES exeCUtIve ,4,,,22952,0,Y,No,14,"3,0",3,"80,0",1,"10,0",6,"3,0",9,,2,8,,1987,1000000000$,,,False
30,No,travel_frequently,"1312,0$",,23,3,,1,"159,0",1,0,96,1,1, ReseArcH SciEntIst ,3,Divorced,,22310,1,,No,25,"4,0",3,"80,0",3,,2,"2,0",10,,0,9,,1993,1000000000$,,,False
31,Yes,,"249,0$",,6,4,Life Sciences,1,"163,0",2,0,76,1,2, SAles EXecUTivE ,3,Married,"6172,0",20739,4,Y,,18,"3,0",2,"80,0",0,,3,"2,0",7,,7,7,"6172,0",1992,1000000000$,,,False
41,No,travel_rarely,"802,0$",,-23,1,,1,"176,0",3,0,96,3,3, SALEs ExecUTIvE ,3,Divorced,,21196,3,,Yes,13,"3,0",3,,1,,2,"3,0",9,,0,7,,1982,1000000000$,,,False
26,No,travel_rarely,"1355,0$",,25,1,,1,"177,0",3,1,61,3,1, HUmaN RESOURces ,3,,,8916,1,Y,,23,"4,0",4,,1,"8,0",3,"3,0",8,,5,7,,1997,1000000000$,,,True
32,No,,"689,0$",,9,2,,1,"195,0",4,0,35,1,2, SaLEs ExEcUtiVe ,4,Divorced,"4668,0",22812,0,Y,No,17,"3,0",4,,3,,2,"4,0",8,,0,7,"4668,0",1991,1000000000$,,,True
40,No,travel_frequently,"1395,0$",,26,3,,1,"202,0",2,1,54,3,2, rESEARch SCIEnTISt ,2,Divorced,"5605,0",8504,1,Y,No,11,"3,0",1,,1,"20,0",2,"3,0",20,,2,13,"5605,0",1983,1000000000$,,,False
53,No,travel_rarely,"1436,0$", Sales ,6,2,Marketing,1,"205,0",2,0,34,3,2, sales rEprESEntAtIvE ,3,,,16047,2,Y,Yes,20,"4,0",4,,1,"13,0",3,"1,0",7,,4,5,,1970,1000000000$, sales rEprESEntAtIvE  -  Sales ,,True
51,No,travel_rarely,"313,0$",,3,3,,1,"258,0",4,1,98,3,4, hEalthCARE RepresenTaTivE ,2,Single,,7192,3,,,18,"3,0",3,,0,,6,"3,0",7,,1,0,,1972,1000000000$,,,False
27,No,travel_rarely,"894,0$",,9,3,Medical,1,"260,0",4,1,99,3,1, rEsEarCH SCIeNtIsT ,2,Single,,11781,1,,No,16,"3,0",4,,0,,2,"2,0",7,,0,3,,1996,1000000000$,,,0
37,No,,"290,0$",,21,3,Life Sciences,1,"267,0",2,0,65,4,1, rEsEARCH SciENtisT ,1,,"3564,0",22977,1,Y,Yes,12,"3,0",1,,1,,3,"2,0",8,,1,7,"3564,0",1986,1000000000$,,,True
49,No,non-travel,"1002,0$",,18,4,,1,"275,0",4,0,92,3,2, maNUfAcTURiNG dIRectoR ,4,Divorced,"6804,0",23793,1,,Yes,15,"3,0",1,"80,0",2,"7,0",0,"3,0",7,,1,7,"6804,0",1974,1000000000$,,,0
27,No,,"1242,0$",,20,3,Life Sciences,1,"293,0",4,1,90,3,2, SaLES eXeCUtIVE ,3,Single,,12916,1,,,14,"3,0",4,,0,"7,0",2,"3,0",7,,0,7,,1996,1000000000$,,,False
45,No,,"1052,0$", Sales ,6,3,Medical,1,"302,0",4,1,57,2,3, SALes exEcuTIVe ,4,Single,,16840,6,Y,,12,"3,0",4,,0,"23,0",2,"3,0",19,,12,8,,1978,1000000000$, SALes exEcuTIVe  -  Sales ,,1
35,No,,"944,0$",,1,3,,1,"314,0",3,1,92,3,3, salES ExEcuTiVE ,3,Single,,9096,1,Y,No,14,"3,0",1,,0,"10,0",3,"4,0",10,,0,8,,1988,1000000000$,,,1
52,No,,"771,0$",,2,4,Life Sciences,1,"329,0",1,0,79,2,5, ManAGer ,3,,,21030,1,,Yes,18,"3,0",4,"80,0",0,"33,0",2,"4,0",33,,15,12,,1971,1000000000$,,,1
38,No,non-travel,"1327,0$", Sales ,2,2,Life Sciences,1,"361,0",4,0,39,2,2, sAlES EXEcUtIVe ,4,,,19682,3,,No,18,"3,0",4,,1,"13,0",0,"3,0",8,,7,5,,1985,1000000000$, sAlES EXEcUtIVe  -  Sales ,,Yes
55,No,travel_rarely,"147,0$", Research & Development ,20,2,Technical Degree,1,"389,0",2,0,37,3,2, lABoraToRY teCHnIcIaN ,4,Married,,15972,3,Y,,19,,4,,1,"12,0",4,"3,0",10,,0,8,,1968,1000000000$, lABoraToRY teCHnIcIaN  -  Research & Development ,,True
51,No,travel_rarely,"1178,0$",,14,2,,1,"500,0",3,1,87,3,2, SAlES eXECutIVe ,4,,,14862,4,,No,11,"3,0",3,,1,"18,0",2,"2,0",7,,0,7,,1972,1000000000$,,,Yes
35,No,travel_rarely,"1276,0$",,16,3,Life Sciences,1,"586,0",4,0,72,3,3, heaLThcARe REpreSENTAtIVe ,3,,,14295,4,,Yes,12,"3,0",3,,0,"10,0",2,"3,0",8,,0,0,,1988,1000000000$,,,False
29,No,,"806,0$", Research & Development ,1,4,Life Sciences,1,"710,0",2,0,76,1,1, rEsEArCH sCIeNTIST ,4,Divorced,,18959,1,Y,,18,"3,0",4,,1,"10,0",5,"3,0",10,,2,8,,1994,1000000000$, rEsEArCH sCIeNTIST  -  Research & Development ,,Yes
30,No,,"501,0$",,27,5,Marketing,1,"747,0",3,0,99,3,2, SALEs eXecutIVE ,4,Divorced,"5304,0",25275,7,Y,No,23,,4,"80,0",1,"10,0",2,"2,0",8,,7,7,"5304,0",1993,1000000000$,,,True
41,Yes,,"1085,0$", Research & Development ,2,4,Life Sciences,1,"927,0",2,1,57,1,1, LaboRATory tEchNICIAn ,4,Divorced,,17725,4,,Yes,13,"3,0",3,"80,0",1,,1,"2,0",7,,1,0,,1982,1000000000$, LaboRATory tEchNICIAn  -  Research & Development ,,True
31,No,travel_rarely,"154,0$",,7,4,,1,"941,0",2,0,41,2,1, saleS rePResENTatIVe ,3,,"2329,0",11737,3,,,15,,2,"80,0",0,,2,"4,0",7,,5,2,"2329,0",1992,1000000000$,,,0
54,No,travel_rarely,"1441,0$",,17,3,Technical Degree,1,"1013,0",3,1,56,3,3, MaNUfaCtUrInG diRectOr ,3,,,13943,8,,,11,,3,"80,0",1,"22,0",2,"3,0",10,,0,8,,1969,1000000000$,,,True
30,No,travel_rarely,"153,0$",,8,2,,1,"1015,0",2,1,73,4,3, REseARCH DIrECTOr ,1,,,17802,0,Y,Yes,12,"3,0",3,,3,,4,"2,0",8,,1,7,,1993,1000000000$,,,True
26,No,,"1066,0$",,2,2,Medical,1,"1018,0",4,0,32,4,2, MaNUFActURinG DIreCtoR ,4,Married,"5472,0",3334,1,,,12,"3,0",2,,0,,2,"3,0",8,,1,3,"5472,0",1997,1000000000$,,,0
55,No,travel_frequently,"135,0$",,18,4,Medical,1,"1034,0",3,0,62,3,2, HeAltHCarE rEpREsENtAtIVe ,2,Married,"6385,0",12992,3,,,14,"3,0",4,"80,0",2,,3,"3,0",8,,6,7,"6385,0",1968,1000000000$,,,1
32,No,non-travel,"1109,0$",,29,4,,1,"1046,0",4,1,69,3,1, laBoratORy TeCHNicIan ,3,Single,,11135,9,,No,12,"3,0",2,,0,"10,0",2,"3,0",8,,7,7,,1991,1000000000$,,,1
53,No,travel_frequently,"124,0$",,2,3,Marketing,1,"1050,0",3,1,38,2,3, saLEs eXEcutivE ,2,,"7525,0",23537,2,,,12,"3,0",1,,1,"30,0",2,,15,,6,12,"7525,0",1970,1000000000$,,,1
55,No,,"444,0$",,2,1,,1,"1074,0",3,0,40,2,4, maNAGER ,1,Single,,17323,7,,No,15,"3,0",2,,0,,3,"4,0",9,,6,2,,1968,1000000000$,,,True
28,Yes,non-travel,"1366,0$",,24,2,,1,"1082,0",2,0,72,2,3, HeaLthcarE rEPrESeNtATIVE ,1,Single,,12355,1,Y,No,12,"3,0",1,,0,"10,0",2,"2,0",10,,1,9,,1995,1000000000$,,,False
28,No,travel_rarely,"857,0$",,10,3,Other,1,"1097,0",3,1,59,3,2, ReSeArCH ScIEntIsT ,3,Single,"3660,0",7909,3,,No,13,"3,0",4,"80,0",0,,4,"4,0",8,,1,7,"3660,0",1995,1000000000$,,,Yes
35,Yes,,"1204,0$",,4,3,Technical Degree,1,"1100,0",4,0,86,3,3, SAlEs EXECUTIVE ,1,,,10333,0,Y,,22,"4,0",1,"80,0",0,"9,0",2,"3,0",8,,4,7,,1988,1000000000$,,,Yes
25,Yes,,"1219,0$", Research & Development ,4,1,Technical Degree,1,"1106,0",4,0,32,3,1, LaBoraTORY teCHNiCIaN ,4,Married,,4605,1,Y,,15,,2,,1,"7,0",3,"4,0",7,,5,6,,1998,1000000000$, LaBoraTORY teCHNiCIaN  -  Research & Development ,,Yes
43,No,travel_frequently,"1082,0$",,27,3,Life Sciences,1,"1126,0",3,1,83,3,3, maNufactUrinG dIREctOr ,1,Married,,11535,8,,No,11,"3,0",3,,1,"18,0",1,"3,0",8,,0,1,,1980,1000000000$,,,False
40,No,travel_rarely,"1308,0$",,14,3,,1,"1128,0",3,0,44,2,5, rEsearch diRecTOR ,3,,,17544,1,Y,No,14,,1,"80,0",0,,2,,20,,4,9,,1983,1000000000$,,,Yes
26,No,travel_rarely,"1384,0$",,3,4,,1,"1177,0",1,0,82,4,1, lABORATorY TEchNIciAN ,4,,,13421,1,Y,,22,"4,0",2,,1,"8,0",2,"3,0",8,,0,7,,1997,1000000000$,,,True
35,No,travel_rarely,"819,0$",,2,3,,1,"1182,0",3,0,44,2,3, mAnuFAcTuRinG direCToR ,2,Divorced,,19588,2,,No,18,"3,0",2,"80,0",1,"15,0",2,"4,0",7,,6,4,,1988,1000000000$,,,Yes
53,No,,"1223,0$", Research & Development ,7,2,Medical,1,"1201,0",4,1,50,3,5, ManAgEr ,3,Divorced,,18640,3,Y,No,18,"3,0",2,,1,"26,0",6,"3,0",7,,4,7,,1970,1000000000$, ManAgEr  -  Research & Development ,,0
35,No,,"1361,0$",,17,4,Life Sciences,1,"1218,0",3,0,94,3,2, SALes ExeCUTIvE ,1,,,21026,3,Y,,15,"3,0",4,,3,"15,0",2,"3,0",7,,1,7,,1988,1000000000$,,,1
30,No,travel_rarely,"853,0$",,7,4,Life Sciences,1,"1224,0",3,0,49,3,2, lAbORATorY tECHnICIaN ,3,Divorced,"3491,0",11309,1,,,13,,1,,3,,4,"2,0",10,,8,9,"3491,0",1993,1000000000$,,,True
32,No,,"1316,0$",,2,2,Life Sciences,1,"1235,0",4,1,38,3,2, resEArch scIENTisT ,3,Single,,2338,4,Y,Yes,14,"3,0",4,,0,"10,0",2,"3,0",8,,0,7,,1991,1000000000$,,,0
43,No,,"920,0$", Research & Development ,3,3,Life Sciences,1,"1255,0",3,0,96,1,5, ReSeARCH diRECtoR ,4,,"19740,0",18625,3,Y,No,14,"3,0",2,"80,0",1,,2,"3,0",8,,0,7,"19740,0",1980,1000000000$, ReSeARCH diRECtoR  -  Research & Development ,,Yes
